"Journal Data Filtered By:  Selected Categories: MEDICINE, GENERAL & INTERNAL Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Rank
"Dental and Medical Problems","DENT MED PROBL","WROCLAW MEDICAL UNIV","1644-387X","2300-9020","MEDICINE, GENERAL & INTERNAL","ESCI","1,812","4.3"," 52/336 ",
"DM DISEASE-A-MONTH","DM-DIS MON","MOSBY-ELSEVIER","0011-5029","1557-8194","MEDICINE, GENERAL & INTERNAL","SCIE","1,757","5.7"," 35/336 ",
"Acta Clinica Croatica","ACTA CLIN CROAT","SESTRE MILOSRDNICE UNIV HOSPITAL","0353-9466","1333-9451","MEDICINE, GENERAL & INTERNAL","SCIE","1,703","0.5"," 241/336 ",
"Atencion Primaria","ATEN PRIM","ELSEVIER ESPANA SLU","0212-6567","1578-1275","MEDICINE, GENERAL & INTERNAL","SCIE","1,685","1.6"," 139/336 ",
"DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT","DEUT MED WOCHENSCHR","GEORG THIEME VERLAG KG","0012-0472","1439-4413","MEDICINE, GENERAL & INTERNAL","SCIE","1,680","0.7"," 215/336 ",
"Journal of Evidence Based Medicine","J EVID-BASED MED","WILEY","1756-5383","1756-5391","MEDICINE, GENERAL & INTERNAL","SCIE","1,674","4.7"," 47/336 ",
"International Journal of Health Sciences-IJHS","INT J HEALTH SCI-IJH","SCIENTIFIC SCHOLAR LLC","1658-3639","1658-7774","MEDICINE, GENERAL & INTERNAL","ESCI","1,672","2.8"," 80/336 ",
"Sao Paulo Medical Journal","SAO PAULO MED J","ASSOCIACAO PAULISTA MEDICINA","1516-3180","N/A","MEDICINE, GENERAL & INTERNAL","SCIE","1,671","1.2"," 167/336 ",
"Einstein-Sao Paulo","EINSTEIN-SAO PAULO","INST ISRAELITA ENSINO & PESQUISA ALBERT EINSTEIN","1679-4508","2317-6385","MEDICINE, GENERAL & INTERNAL","ESCI","1,651","1.1"," 180/336 ",
"ORVOSI HETILAP","ORVOSI HETILAP","AKADEMIAI KIADO ZRT","0030-6002","1788-6120","MEDICINE, GENERAL & INTERNAL","SCIE","1,605","1"," 186/336 ",
"Caspian Journal of Internal Medicine","CASP J INTERN MED","BABOL UNIV MEDICAL SCIENCES","2008-6164","2008-6172","MEDICINE, GENERAL & INTERNAL","ESCI","1,576","1.2"," 167/336 ",
"Mayo Clinic Proceedings-Innovations Quality & Outcomes","MAYO CLIN P INN QUAL","ELSEVIER","N/A","2542-4548","MEDICINE, GENERAL & INTERNAL","ESCI","1,543","4.5"," 49/336 ",
"UPSALA JOURNAL OF MEDICAL SCIENCES","UPSALA J MED SCI","UPSALA MED SOC","0300-9734","2000-1967","MEDICINE, GENERAL & INTERNAL","SCIE","1,522","2.3"," 99/336 ",
"Balkan Medical Journal","BALK MED J","GALENOS PUBL HOUSE","2146-3123","2146-3131","MEDICINE, GENERAL & INTERNAL","SCIE","1,505","4.5"," 49/336 ",
"Iranian Journal of Medical Sciences","IRAN J MED SCI","SHIRAZ UNIV MEDICAL SCIENCES","0253-0716","1735-3688","MEDICINE, GENERAL & INTERNAL","ESCI","1,502","1.6"," 139/336 ",
"Danish Medical Journal","DAN MED J","DANISH MEDICAL ASSOC","N/A","2245-1919","MEDICINE, GENERAL & INTERNAL","SCIE","1,499","1.1"," 180/336 ",
"BMJ Medicine","BMJ MED","BMJ PUBLISHING GROUP","N/A","2754-0413","MEDICINE, GENERAL & INTERNAL","ESCI","1,485","9.3"," 18/336 ",
"Acta Medica Portuguesa","ACTA MEDICA PORT","ORDEM MEDICOS","0870-399X","1646-0758","MEDICINE, GENERAL & INTERNAL","SCIE","1,378","1.2"," 167/336 ",
"Journal of Postgraduate Medicine","J POSTGRAD MED","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0022-3859","0972-2823","MEDICINE, GENERAL & INTERNAL","SCIE","1,375","1.1"," 180/336 ",
"SAGE Open Medical Case Reports","SAGE OPEN MED CASE R","SAGE PUBLICATIONS INC","2050-313X","2050-313X","MEDICINE, GENERAL & INTERNAL","ESCI","1,339","0.6"," 227/336 ",
"TIDSSKRIFT FOR DEN NORSKE LAEGEFORENING","TIDSSKR NORSKE LAEGE","NORWEGIAN MEDICAL ASSOC","0029-2001","0807-7096","MEDICINE, GENERAL & INTERNAL","ESCI","1,328","1.2"," 167/336 ",
"Journal of Clinical Medicine Research-Canada","J CLIN MED RES-CAN","ELMER PRESS INC","1918-3003","1918-3011","MEDICINE, GENERAL & INTERNAL","ESCI","1,304","2.2"," 104/336 ",
"ACTA CLINICA BELGICA","ACTA CLIN BELG","TAYLOR & FRANCIS LTD","1784-3286","2295-3337","MEDICINE, GENERAL & INTERNAL","SCIE","1,289","1.4"," 152/336 ",
"Chronic Illness","CHRONIC ILLN","SAGE PUBLICATIONS LTD","1742-3953","1745-9206","MEDICINE, GENERAL & INTERNAL","SCIE","1,266","1.4"," 152/336 ",
"Eurasian Journal of Medicine","EURASIAN J MED","AVES","N/A","1308-8742","MEDICINE, GENERAL & INTERNAL","ESCI","1,221","1.6"," 139/336 ",
"REVUE DE MEDECINE INTERNE","REV MED INTERNE","ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","0248-8663","N/A","MEDICINE, GENERAL & INTERNAL","SCIE","1,217","1"," 186/336 ",
"Diagnosis","DIAGNOSIS","WALTER DE GRUYTER GMBH","2194-8011","2194-802X","MEDICINE, GENERAL & INTERNAL","ESCI","1,209","1.9"," 123/336 ",
"Annals of African Medicine","ANN AFR MED","WOLTERS KLUWER MEDKNOW PUBLICATIONS","1596-3519","0975-5764","MEDICINE, GENERAL & INTERNAL","ESCI","1,181","1"," 186/336 ",
"Clinical Medicine & Research","CLIN MED RES","MARSHFIELD CLINIC","1539-4182","1554-6179","MEDICINE, GENERAL & INTERNAL","ESCI","1,178","1.2"," 167/336 ",
"Tzu Chi Medical Journal","TZU CHI MED J","WOLTERS KLUWER MEDKNOW PUBLICATIONS","1016-3190","2223-8956","MEDICINE, GENERAL & INTERNAL","ESCI","1,169","2.4"," 94/336 ",
"JOURNAL OF NIPPON MEDICAL SCHOOL","J NIPPON MED SCH","MEDICAL ASSOC NIPPON MEDICAL SCH","1345-4676","1347-3409","MEDICINE, GENERAL & INTERNAL","SCIE","1,163","1.8"," 127/336 ",
"WIENER MEDIZINISCHE WOCHENSCHRIFT","WIEN MED WOCHENSCHR","SPRINGER WIEN","0043-5341","1563-258X","MEDICINE, GENERAL & INTERNAL","ESCI","1,162","0.9"," 195/336 ",
"Acute Medicine & Surgery","ACUTE MED SURG","WILEY","2052-8817","2052-8817","MEDICINE, GENERAL & INTERNAL","ESCI","1,156","1.4"," 152/336 ",
"Alexandria Journal of Medicine","ALEX J MED","TAYLOR & FRANCIS LTD","2090-5068","2090-5076","MEDICINE, GENERAL & INTERNAL","ESCI","1,144","0.7"," 215/336 ",
"Case Reports in Medicine","CASE REP MED","WILEY","1687-9627","1687-9635","MEDICINE, GENERAL & INTERNAL","ESCI","1,142","1"," 186/336 ",
"Journal of Laboratory Physicians","J LAB PHYS","SCIENTIFIC SCHOLAR LLC","0974-2727","0974-7826","MEDICINE, GENERAL & INTERNAL","ESCI","1,133","0.6"," 227/336 ",
"JAAPA-Journal of the American Academy of Physician Assistants","JAAPA-J AM ACAD PHYS","LIPPINCOTT WILLIAMS & WILKINS","1547-1896","0893-7400","MEDICINE, GENERAL & INTERNAL","SCIE","1,128","0.9"," 195/336 ",
"Journal of Community Hospital Internal Medicine Perspectives","J COMM HOSP INT MED","DIGITAL COMMONS BEPRESS","2000-9666","2000-9666","MEDICINE, GENERAL & INTERNAL","ESCI","1,081","0.6"," 227/336 ",
"Northern Clinics of Istanbul","NORTH CLIN ISTANB","KARE PUBL","2148-4902","2536-4553","MEDICINE, GENERAL & INTERNAL","ESCI","1,048","1"," 186/336 ",
"Journal of the Royal College of Physicians of Edinburgh","J ROY COLL PHYS EDIN","SAGE PUBLICATIONS LTD","1478-2715","2042-8189","MEDICINE, GENERAL & INTERNAL","ESCI","1,042","1.8"," 127/336 ",
"BMJ Military Health","BMJ MILITARY HEALTH","BMJ PUBLISHING GROUP","2633-3767","2633-3775","MEDICINE, GENERAL & INTERNAL","SCIE","1,024","1.7"," 135/336 ",
"REVISTA CLINICA ESPANOLA","REV CLIN ESP","EDICIONES DOYMA S A","0014-2565","1578-1860","MEDICINE, GENERAL & INTERNAL","SCIE","1,010","1.7"," 135/336 ",
"International Journal of Applied and Basic Medical Research","INT J APPL BASIC MED","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2229-516X","2248-9606","MEDICINE, GENERAL & INTERNAL","ESCI","1,010","1.2"," 167/336 ",
"Hippokratia","HIPPOKRATIA","LITHOGRAPHIA","1108-4189","1108-4189","MEDICINE, GENERAL & INTERNAL","SCIE","1,000","0.4"," 257/336 ",
"BioMedicine-Taiwan","BIOMEDICINE-TAIWAN","DIGITAL COMMONS BEPRESS","2211-8020","2211-8039","MEDICINE, GENERAL & INTERNAL","ESCI","996","3"," 73/336 ",
"South African Family Practice","S AFR FAM PRACT","AOSIS","2078-6190","2078-6204","MEDICINE, GENERAL & INTERNAL","ESCI","988","1.2"," 167/336 ",
"Diagnostic and Prognostic Research","DIAGN PROGN RES","SPRINGERNATURE","N/A","2397-7523","MEDICINE, GENERAL & INTERNAL","ESCI","961","3.9"," 59/336 ",
"MEDICINA-BUENOS AIRES","MEDICINA-BUENOS AIRE","MEDICINA (BUENOS AIRES)","0025-7680","1669-9106","MEDICINE, GENERAL & INTERNAL","SCIE","945","0.6"," 227/336 ",
"Medizinische Klinik-Intensivmedizin und Notfallmedizin","MED KLIN-INTENSIVMED","SPRINGER HEIDELBERG","2193-6218","2193-6226","MEDICINE, GENERAL & INTERNAL","SCIE","942","1.6"," 139/336 ",
"NATIONAL MEDICAL JOURNAL OF INDIA","NATL MED J INDIA","SCIENTIFIC SCHOLAR LLC","2583-150X","0970-258X","MEDICINE, GENERAL & INTERNAL","SCIE","937","1.2"," 167/336 ",
"Intractable & Rare Diseases Research","INTRACTABLE RARE DIS","INT RESEARCH & COOPERATION ASSOC BIO & SOCIO-SCIENCES ADVANCEMENT","2186-3644","2186-361X","MEDICINE, GENERAL & INTERNAL","ESCI","913","2.1"," 107/336 ",
"Revista de Investigacion Clinica-Clinical and Translational Investigation","REV INVEST CLIN","INST NACIONAL NUTRICION","0034-8376","2564-8896","MEDICINE, GENERAL & INTERNAL","SCIE","907","2"," 113/336 ",
"JMA Journal","JMA J","JAPAN MEDICAL ASSOC-JAPANESE ASSOC MEDICAL SCIENCES","2433-328X","2433-3298","MEDICINE, GENERAL & INTERNAL","ESCI","887","2"," 113/336 ",
"Journal of Investigative Medicine High Impact Case Reports","J INVEST MED HIGH IM","SAGE PUBLICATIONS LTD","2324-7096","2324-7096","MEDICINE, GENERAL & INTERNAL","ESCI","880","0.7"," 215/336 ",
"Gaceta Medica de Mexico","GAC MED MEX","ACAD NACIONAL MEDICINA MEXICO","0016-3813","0016-3813","MEDICINE, GENERAL & INTERNAL","SCIE","849","1.3"," 160/336 ",
"MEDICAL PROBLEMS OF PERFORMING ARTISTS","MED PROBL PERFORM AR","SCIENCE & MEDICINE INC","0885-1158","1938-2766","MEDICINE, GENERAL & INTERNAL","SCIE","839","0.9"," 195/336 ",
"Bangladesh Journal of Medical Science","BANGLADESH J MED SCI","IBN SINA TRUST","2223-4721","2076-0299","MEDICINE, GENERAL & INTERNAL","ESCI","796","0.8"," 205/336 ",
"Vojnosanitetski Pregled","VOJNOSANIT PREGL","MILITARY MEDICAL ACAD-INI","0042-8450","2406-0720","MEDICINE, GENERAL & INTERNAL","SCIE","783","0.2"," 292/336 ",
"Journal of General and Family Medicine","J GEN FAM MED","WILEY","2189-7948","2189-7948","MEDICINE, GENERAL & INTERNAL","ESCI","781","1.3"," 160/336 ",
"JBI Evidence Implementation","JBI EVID IMPLEMENT","LIPPINCOTT WILLIAMS & WILKINS","2691-3321","2691-3321","MEDICINE, GENERAL & INTERNAL","SCIE","777","2"," 113/336 ",
"Acta Medica Indonesiana","ACTA MED INDONES","UNIV INDONESIA, FAC MEDICINE","0125-9326","2338-2732","MEDICINE, GENERAL & INTERNAL","ESCI","762","0.6"," 227/336 ",
"TERAPEVTICHESKII ARKHIV","TERAPEVT ARKH","CJSC CONSILIUM MEDICUM","0040-3660","2309-5342","MEDICINE, GENERAL & INTERNAL","SCIE","754","0.3"," 274/336 ",
"Rambam Maimonides Medical Journal","RAMBAM MAIMONIDES ME","RAMBAM HEALTH CARE CAMPUS","2076-9172","2076-9172","MEDICINE, GENERAL & INTERNAL","ESCI","730","2"," 113/336 ",
"Obesity Pillars","OBES PILLARS","ELSEVIER","N/A","2667-3681","MEDICINE, GENERAL & INTERNAL","ESCI","727","5.3"," 38/336 ",
"International Medical Case Reports Journal","INT MED CASE REP J","DOVE MEDICAL PRESS LTD","1179-142X","1179-142X","MEDICINE, GENERAL & INTERNAL","ESCI","705","0.7"," 215/336 ",
"SCOTTISH MEDICAL JOURNAL","SCOT MED J","SAGE PUBLICATIONS LTD","0036-9330","2045-6441","MEDICINE, GENERAL & INTERNAL","SCIE","693","1.3"," 160/336 ",
"Libyan Journal of Medicine","LIBYAN J MED","TAYLOR & FRANCIS LTD","1993-2820","1819-6357","MEDICINE, GENERAL & INTERNAL","SCIE","692","2.5"," 92/336 ",
"Oxford Medical Case Reports","OXF MED CASE REP","OXFORD UNIV PRESS","2053-8855","2053-8855","MEDICINE, GENERAL & INTERNAL","ESCI","677","0.6"," 227/336 ",
"Nigerian Postgraduate Medical Journal","NIGER POSTGRAD MED J","WOLTERS KLUWER MEDKNOW PUBLICATIONS","1117-1936","2468-6875","MEDICINE, GENERAL & INTERNAL","ESCI","662","1.2"," 167/336 ",
"Saudi Journal of Medicine & Medical Sciences","SAUDI J MED MED SCI","WOLTERS KLUWER MEDKNOW PUBLICATIONS","1658-631X","2321-4856","MEDICINE, GENERAL & INTERNAL","ESCI","644","2.4"," 94/336 ",
"Journal of the Korean Medical Association","J KOREAN MED ASSOC","KOREAN MEDICAL ASSOC","1975-8456","2093-5951","MEDICINE, GENERAL & INTERNAL","ESCI","644","0.5"," 241/336 ",
"Innere Medizin","INNERE MED","SPRINGER MEDIZIN VERLAG GmBH","2731-7080","2731-7099","MEDICINE, GENERAL & INTERNAL","SCIE","633","0.5"," 241/336 ",
"Medical Bulletin of Sisli Etfal Hospital","MED B SISLI ETFAL HO","KARE PUBL","1302-7123","1308-5123","MEDICINE, GENERAL & INTERNAL","ESCI","630","1"," 186/336 ",
"WEST INDIAN MEDICAL JOURNAL","W INDIAN MED J","UNIV WEST INDIES FACULTY MEDICAL SCIENCES","0043-3144","2309-5830","MEDICINE, GENERAL & INTERNAL","SCIE","628","0.1"," 311/336 ",
"Cukurova Medical Journal","CUKUROVA MED J","CUKUROVA UNIV, FAC MEDICINE","2602-3032","2602-3040","MEDICINE, GENERAL & INTERNAL","ESCI","621","0.3"," 274/336 ",
"Romanian Journal of Internal Medicine","ROM J INTERN MED","Paradigm Publishing Services-De Gruyter Brill Sp Zoo","1582-3296","2501-062X","MEDICINE, GENERAL & INTERNAL","ESCI","618","1.6"," 139/336 ",
"International Journal of Osteopathic Medicine","INT J OSTEOPATH MED","ELSEVIER SCI LTD","1746-0689","1878-0164","MEDICINE, GENERAL & INTERNAL","SCIE","604","1.3"," 160/336 ",
"Journal of Osteopathic Medicine","J OSTEOPATH MED","WALTER DE GRUYTER GMBH","N/A","2702-3648","MEDICINE, GENERAL & INTERNAL","ESCI","598","1.3"," 160/336 ",
"Srpski Arhiv za Celokupno Lekarstvo","SRP ARK CELOK LEK","SRPSKO LEKARSKO DRUSTVO","0370-8179","0370-8179","MEDICINE, GENERAL & INTERNAL","SCIE","553","0.2"," 292/336 ",
"Electronic Journal of General Medicine","ELECTRON J GEN MED","MODESTUM LTD","2516-3507","2516-3507","MEDICINE, GENERAL & INTERNAL","ESCI","526","1.1"," 180/336 ",
"Medwave","MEDWAVE","MEDWAVE ESTUDIOS LTD","0717-6384","0717-6384","MEDICINE, GENERAL & INTERNAL","ESCI","522","0.8"," 205/336 ",
"Egyptian Journal of Internal Medicine","EGYPT J INTERN MED","SPRINGERNATURE","1110-7782","2090-9098","MEDICINE, GENERAL & INTERNAL","ESCI","520","1.2"," 167/336 ",
"Bali Medical Journal","BALI MED J","UNIV UDAYANA","2089-1180","2302-2914","MEDICINE, GENERAL & INTERNAL","ESCI","513","0.1"," 311/336 ",
"Colombia Medica","COLOMB MEDICA","CORPORACION EDITORA MEDICA VALLE","1657-9534","N/A","MEDICINE, GENERAL & INTERNAL","SCIE","506","1.4"," 152/336 ",
"BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE","B ACAD NAT MED PARIS","ELSEVIER MASSON SAS EDITEUR","0001-4079","2271-4820","MEDICINE, GENERAL & INTERNAL","SCIE","468","0.3"," 274/336 ",
"Agri-The Journal of the Turkish Society of Algology","AGRI","KARE PUBL","1300-0012","1300-0012","MEDICINE, GENERAL & INTERNAL","ESCI","454","0.8"," 205/336 ",
"Proceedings of Singapore Healthcare","PROC SINGAP HEALTHC","SAGE PUBLICATIONS INC","2010-1058","2059-2329","MEDICINE, GENERAL & INTERNAL","ESCI","418","0.5"," 241/336 ",
"Journal of Medical Cases","J MED CASES","ELMER PRESS INC","1923-4155","1923-4163","MEDICINE, GENERAL & INTERNAL","ESCI","409","0.5"," 241/336 ",
"Journal of Yeungnam Medical Science","J YEUNGNAM MED SCI","YEUNGNAM UNIV COLL MEDICINE, YEUNGNAM UNIV INST MEDICAL SCIENCE","N/A","2799-8010","MEDICINE, GENERAL & INTERNAL","ESCI","382","2"," 113/336 ",
"Rawal Medical Journal","RAWAL MED J","PAKISTAN MEDICAL ASSOC","0303-5212","0303-5212","MEDICINE, GENERAL & INTERNAL","ESCI","376","0.1"," 311/336 ",
"Medical-Surgical Journal-Revista Medico-Chirurgicala","MED-SURG J","SOC MEDICI NATURALISTI IASI- SOC PHYSICIAN NATURALISTS","0048-7848","2286-2560","MEDICINE, GENERAL & INTERNAL","ESCI","363","0.2"," 292/336 ",
"Revista Medica Clinica Las Condes","REV MED CLIN CONDES","ELSEVIER","N/A","0716-8640","MEDICINE, GENERAL & INTERNAL","ESCI","362","0.2"," 292/336 ",
"Exercer-La Revue Francophone de Medecine Generale","EXERCER","COLL NATL GENERALISTES ENSEIGNANTS","0998-3953","1961-9138","MEDICINE, GENERAL & INTERNAL","ESCI","359","0.2"," 292/336 ",
"Medicine Advances","MED ADV","WILEY","2834-4391","2834-4405","MEDICINE, GENERAL & INTERNAL","ESCI","358","5.3"," 38/336 ",
"Medeniyet Medical Journal","MEDENI MED J","GALENOS PUBL HOUSE","2149-2042","2149-4606","MEDICINE, GENERAL & INTERNAL","ESCI","338","1.5"," 148/336 ",
"Clinical Medicine Insights-Case Reports","CLIN MED INSIGHT-CAS","SAGE PUBLICATIONS LTD","1179-5476","1179-5476","MEDICINE, GENERAL & INTERNAL","ESCI","334","0.6"," 227/336 ",
"CEYLON MEDICAL JOURNAL","CEYLON MED J","SRI LANKA MEDICAL ASSOC","0009-0875","0009-0875","MEDICINE, GENERAL & INTERNAL","ESCI","326","0.2"," 292/336 ",
"Medicina Balear","MED BALEAR","REIAL ACAD MEDICINA ILLES BALEARS","1579-5853","2255-0569","MEDICINE, GENERAL & INTERNAL","ESCI","325","1.1"," 180/336 ",
"Medical Journal of Indonesia","MED J INDONES","UNIV INDONESIA, FAC MEDICINE","0853-1773","2252-8083","MEDICINE, GENERAL & INTERNAL","ESCI","314","0.3"," 274/336 ",
"Fukushima Journal of Medical Science","FUKUSHIMA J MED SCI","FUKUSHIMA SOC MEDICAL SCIENCE","0016-2590","2185-4610","MEDICINE, GENERAL & INTERNAL","ESCI","310","0.9"," 195/336 ",
"Current Medicine Research and Practice","CURR MED RES PRACT","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2352-0817","2352-0825","MEDICINE, GENERAL & INTERNAL","ESCI","310","0.4"," 257/336 ",
"Journal of IMAB","J IMAB","Peytchinski Publishing Ltd","1312-773X","1312-773X","MEDICINE, GENERAL & INTERNAL","ESCI","299","0.2"," 292/336 ",
"Sexes","SEXES","MDPI","N/A","2411-5118","MEDICINE, GENERAL & INTERNAL","ESCI","298","1.3"," 160/336 ",
"Pragmatic and Observational Research","PRAGMAT OBS RES","DOVE MEDICAL PRESS LTD","1179-7266","1179-7266","MEDICINE, GENERAL & INTERNAL","ESCI","297","2.9"," 75/336 ",
"Canadian Journal of Rural Medicine","CAN J RURAL MED","WOLTERS KLUWER MEDKNOW PUBLICATIONS","1203-7796","1488-237X","MEDICINE, GENERAL & INTERNAL","ESCI","297","0.8"," 205/336 ",
"AME Medical Journal","AME MED J","AME PUBLISHING COMPANY","N/A","2520-0518","MEDICINE, GENERAL & INTERNAL","ESCI","293","0.8"," 205/336 ",
"Current Issues in Pharmacy and Medical Sciences","CURR ISS PHARM MED S","Uniwersytet Medyczny Lublinie","2084-980X","2300-6676","MEDICINE, GENERAL & INTERNAL","ESCI","278","0.7"," 215/336 ",
"Indian Journal of Medical Specialities","INDIAN J MED SPEC","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0976-2884","0976-2892","MEDICINE, GENERAL & INTERNAL","ESCI","275","0.4"," 257/336 ",
"Bezmialem Science","BEZMIALEM SCI","GALENOS PUBL HOUSE","2148-2373","2148-2373","MEDICINE, GENERAL & INTERNAL","ESCI","269","0.5"," 241/336 ",
"European Journal of Therapeutics","EUR J THER-ISTANBUL","Pera Yayincilik Hizmetleri","2564-7784","2564-7040","MEDICINE, GENERAL & INTERNAL","ESCI","267","0.7"," 215/336 ",
"Journal of Krishna Institute of Medical Sciences University","J KRISHNA INST MED S","KRISHNA INST MEDICAL SCIENCES UNIV","2231-4261","2231-4261","MEDICINE, GENERAL & INTERNAL","ESCI","266","0.4"," 257/336 ",
"Bahrain Medical Bulletin","BAHRAIN MED B","BAHRAIN MEDICAL BULLETIN","1012-8298","1012-8298","MEDICINE, GENERAL & INTERNAL","ESCI","266","0.4"," 257/336 ",
"MEDICINA DELLO SPORT","MED SPORT","EDIZIONI MINERVA MEDICA","0025-7826","1827-1863","MEDICINE, GENERAL & INTERNAL","SCIE","264","0.5"," 241/336 ",
"Annals of Clinical and Analytical Medicine","ANN CLIN ANAL MED","BAYRAKOL MEDICAL PUBLISHER","N/A","2667-663X","MEDICINE, GENERAL & INTERNAL","ESCI","261","0.1"," 311/336 ",
"JRSM Open","JRSM OPEN","SAGE PUBLICATIONS INC","2054-2704","2054-2704","MEDICINE, GENERAL & INTERNAL","ESCI","260","0.7"," 215/336 ",
"Eurasian Journal of Medicine and Oncology","EURASIAN J MED ONCOL","Accscience Publishing","N/A","2587-196X","MEDICINE, GENERAL & INTERNAL","ESCI","256","1.3"," 160/336 ",
"Crescent Journal of Medical and Biological Sciences","CRESCENT J MED BIOL","ARAS PART MEDICAL INT PRESS","2148-9696","2148-9696","MEDICINE, GENERAL & INTERNAL","ESCI","256","0.6"," 227/336 ",
"Acta Medica Lituanica","ACTA MED LITUANICA","VILNIUS UNIV PRESS","1392-0138","2029-4174","MEDICINE, GENERAL & INTERNAL","ESCI","243","0.6"," 227/336 ",
"AME Case Reports","AME CASE REP","AME PUBLISHING COMPANY","2523-1995","2523-1995","MEDICINE, GENERAL & INTERNAL","ESCI","240","0.6"," 227/336 ",
"Klimik Journal","KLIMIK J","DOC DESIGN INFORMATICS CO LTD","1301-143X","1309-1484","MEDICINE, GENERAL & INTERNAL","ESCI","237","0.6"," 227/336 ",
"Journal of Medical Science","J MED SCI-POLAND","POZNAN UNIV MEDICAL SCIENCES","2353-9798","2353-9801","MEDICINE, GENERAL & INTERNAL","ESCI","235","1"," 186/336 ",
"Sudan Journal of Medical Sciences","SUDAN J MED SCI","KNOWLEDGE E","N/A","1858-5051","MEDICINE, GENERAL & INTERNAL","ESCI","233","0.6"," 227/336 ",
"THERAPEUTISCHE UMSCHAU","THER UMSCH","Aerzteverlag medinfo AG","0040-5930","1664-2864","MEDICINE, GENERAL & INTERNAL","ESCI","228","0.2"," 292/336 ",
"Medical Studies-Studia Medyczne","MED STUD","TERMEDIA PUBLISHING HOUSE LTD","1899-1874","2300-6722","MEDICINE, GENERAL & INTERNAL","ESCI","226","0.7"," 215/336 ",
"Journal of Health and Allied Sciences NU","J HLTH ALL SCI-INDIA","SCIENTIFIC SCHOLAR LLC","2582-4287","2582-4953","MEDICINE, GENERAL & INTERNAL","ESCI","222","0.5"," 241/336 ",
"International Journal of Academic Medicine","INT J ACAD MED","WOLTERS KLUWER MEDKNOW PUBLICATIONS","N/A","2455-5568","MEDICINE, GENERAL & INTERNAL","ESCI","221","0.6"," 227/336 ",
"Precision and Future Medicine","PRECIS FUTURE MED","SUNGKYUNKWAN UNIV SCH MEDICINE","2508-7940","2508-7959","MEDICINE, GENERAL & INTERNAL","ESCI","220","0.5"," 241/336 ",
"International Journal of Noncommunicable Diseases","INT J NONCOMMUN DIS","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2468-8827","2468-8835","MEDICINE, GENERAL & INTERNAL","ESCI","216","0.7"," 215/336 ",
"British Columbia Medical Journal","B C MED J","BRITISH COLUMBIA MEDICAL ASSOCIATION","0007-0556","0007-0556","MEDICINE, GENERAL & INTERNAL","ESCI","215","0.7"," 215/336 ",
"Marmara Medical Journal","MARMARA MED J","MARMARA UNIV, FAC MEDICINE","1309-9469","1309-9469","MEDICINE, GENERAL & INTERNAL","ESCI","214","0.4"," 257/336 ",
"Konuralp Tip Dergisi","KONURALP TIP DERG","DUZCE UNIV, FAC MEDICINE","1309-3878","1309-3878","MEDICINE, GENERAL & INTERNAL","ESCI","210","0.4"," 257/336 ",
"Russian Open Medical Journal","RUSS OPEN MED J","SCIENCE & INNOVATION, LTD","2304-3415","2304-3415","MEDICINE, GENERAL & INTERNAL","ESCI","207","0.7"," 215/336 ",
"Journal of Contemporary Medical Sciences","J CONTEMP MED SCI","NABA AL-HAYAT FOUNDATION MEDICAL SCIENCES & HEALTH CARE","2413-0516","2413-0516","MEDICINE, GENERAL & INTERNAL","ESCI","205","0.4"," 257/336 ",
"Ewha Medical Journal","EWHA MED J","EWHA WOMANS UNIV SCH MEDICINE","2234-3180","2234-2591","MEDICINE, GENERAL & INTERNAL","ESCI","204","0.9"," 195/336 ",
"IIUM Medical Journal Malaysia","IIUM MED J MALAYSIA","INT ISLAMIC UNIV MALAYSIA, KULLIYYAH MEDICINE","1823-4631","2735-2285","MEDICINE, GENERAL & INTERNAL","ESCI","204","0.4"," 257/336 ",
"Laeknabladid","LAEKNABLADID","LAEKNAFELAG ISLANDS-ICELANDIC MEDICAL ASSOC","0023-7213","1670-4959","MEDICINE, GENERAL & INTERNAL","SCIE","199","0.4"," 257/336 ",
"Dubai Medical Journal","DUBAI MED J","KNOWLEDGE E","N/A","2571-726X","MEDICINE, GENERAL & INTERNAL","ESCI","192","0.9"," 195/336 ",
"Journal of Pioneering Medical Sciences","J PIONEER MED SCI","JPMS PUBL","2309-7981","2309-7981","MEDICINE, GENERAL & INTERNAL","ESCI","190","0.5"," 241/336 ",
"Reports-Clinical Practice and Surgical Cases","REPORTS-BASEL","MDPI","2571-841X","2571-841X","MEDICINE, GENERAL & INTERNAL","ESCI","189","0.5"," 241/336 ",
